OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,GIS_ACRES,Shape__Area,Shape__Length,TREATMENT_ID,TREATMENT_NAME,TREATMENT_TYPE,START_DATE,END_DATE,TREATED_AC,RX_CONSUM,PRE_CON_CLASS,POST_CON_CLASS
7185,2015,CA,USF,MNF,10.99704838,75206.10259761,1833.08931798091,0140027000,ALDER SPRINGS UNIT 27,3,2015/02/24 00:00:00+00,2015/02/24 00:00:00+00,11,,,
7186,2015,CA,USF,MNF,38.49613953,263249.20731452,2803.09620191306,0140029000,ALDER SPRINGS UNIT 29,3,2015/02/24 00:00:00+00,2015/02/24 00:00:00+00,38,,,
7187,2015,CA,USF,MNF,64.83179474,440495.779570215,3764.51129629918,0080301000,WESTSHORE#3,3,2015/02/25 00:00:00+00,2015/02/25 00:00:00+00,65,,,
7188,2015,CA,USF,MDF,99.79976654,719598.145604575,4737.91889162225,4100547000,SNELL UB,3,2015/05/21 00:00:00+00,2015/05/21 00:00:00+00,101,,,
7189,2015,CA,USF,SRF,23.54343224,171572.71636084,3859.24169431477,FTELKCAMP1,ELK CAMP FUELBREAK,3,2015/02/04 00:00:00+00,2015/02/04 00:00:00+00,21,,,
7190,2015,CA,USF,PNF,53.37479401,367678.5725234,5607.759691641,1090014000, ,3,2015/06/01 00:00:00+00,2015/06/01 00:00:00+00,53.4,,,
7191,2015,CA,USF,PNF,44.88694,309199.444837455,4418.50165780783,1090014000, ,3,2015/06/01 00:00:00+00,2015/06/01 00:00:00+00,44.9,,,
7192,2015,CA,USF,PNF,168.60646057,1161810.17345682,5498.31631246852,1090015000, ,3,2015/06/01 00:00:00+00,2015/06/01 00:00:00+00,168.7,,,
7193,2015,CA,USF,PNF,5.71605349,39383.578268575,997.367348466776,1090016000, ,3,2015/06/01 00:00:00+00,2015/06/01 00:00:00+00,5.7,,,
7194,2015,CA,USF,PNF,195.75849915,1348116.32662445,6798.39704777753,1090018000, ,3,2015/06/01 00:00:00+00,2015/06/01 00:00:00+00,195.8,,,
7195,2015,CA,USF,PNF,5.62688875,38741.61495966,1294.38430864339,1090021000, ,3,2015/06/01 00:00:00+00,2015/06/01 00:00:00+00,5.6,,,
7196,2015,CA,USF,PNF,130.87869263,901754.875230315,4743.23193389661,6010085000,EMPIRE DFPZ,3,2015/03/31 00:00:00+00,2015/03/31 00:00:00+00,131,,,
7197,2015,CA,USF,PNF,76.41982269,519458.26748236,4398.97247789784,3439102000,SLAPJACK DFPZ,3,2015/01/28 00:00:00+00,2015/01/28 00:00:00+00,76.4,,,
7198,2015,CA,USF,SHF,10.52745247,75741.29881021,1204.31084197903,0310416000, ,3,2015/03/01 00:00:00+00,2015/03/01 00:00:00+00,10,,,
7199,2015,CA,USF,SHF,37.46128845,269473.237322085,2139.57829456577,0310417000, ,3,2015/03/01 00:00:00+00,2015/03/01 00:00:00+00,37,,,
7200,2015,CA,USF,SHF,88.5100174,636668.06696036,4424.67106338598,0310419000, ,3,2015/03/01 00:00:00+00,2015/03/01 00:00:00+00,89,,,
7201,2015,CA,USF,SHF,29.97046471,215656.782119615,2576.40724159575,0310486000, ,3,2015/03/01 00:00:00+00,2015/03/01 00:00:00+00,30,,,
7202,2015,CA,USF,SNF,862.98632813,5494785.24452218,10900.8592867103,4062002000,KREW PROV UB,3,2015/08/28 00:00:00+00,2015/08/28 00:00:00+00,863,,,
7203,2015,CA,USF,SNF,16.52018166,105130.190349955,1845.13167601144,4180472000, ,11,2015/08/28 00:00:00+00,2015/08/28 00:00:00+00,17,,,
7204,2015,CA,USF,SNF,5.83745384,37147.72510274,934.201526315014,4180474000, ,11,2015/08/28 00:00:00+00,2015/11/02 00:00:00+00,7,,,
7205,2015,CA,USF,SNF,1.50295269,9564.33641598,569.754588328808,4180474000, ,11,2015/08/28 00:00:00+00,2015/08/28 00:00:00+00,2.1,,,
7206,2015,CA,USF,SNF,2.17499733,13840.46922278,507.174674400902,4180474000, ,11,2015/08/28 00:00:00+00,2015/08/28 00:00:00+00,3,,,
7207,2015,CA,USF,SNF,2.76477885,17593.154316665,773.535075672758,4180474000, ,11,2015/08/28 00:00:00+00,2015/08/28 00:00:00+00,2,,,
7208,2015,CA,USF,SNF,63.11535263,401839.27556971,5378.20259287632,4350014000, ,11,2015/08/28 00:00:00+00,2015/08/28 00:00:00+00,51,,,
7209,2015,CA,USF,SNF,2.37831831,15135.28678464,710.695869196799,4350021000, ,11,2015/08/28 00:00:00+00,2015/10/30 00:00:00+00,26,,,
7210,2015,CA,USF,SNF,96.46120453,613825.988394045,3793.33573561362,4350023000, ,11,2015/08/28 00:00:00+00,2015/08/28 00:00:00+00,97,,,
7211,2015,CA,USF,SNF,18.65455627,118709.08257489,1785.93989299275,4350023000, ,11,2015/08/28 00:00:00+00,2015/08/28 00:00:00+00,19,,,
7212,2015,CA,USF,SNF,47.18221283,300235.94122504,4309.928393098,4350023000, ,11,2015/08/28 00:00:00+00,2015/08/28 00:00:00+00,46,,,
7213,2015,CA,USF,SNF,0.25819969,1643.12872707,248.196345517257,4350023000, ,11,2015/08/28 00:00:00+00,2015/08/28 00:00:00+00,1,,,
7214,2015,CA,USF,SNF,10.39193439,66134.011800665,1230.53467245321,4350024000, ,11,2015/08/28 00:00:00+00,2015/08/28 00:00:00+00,36,,,
7215,2015,CA,USF,SNF,68.08839417,433439.221693455,5201.39242811548,4350353000, ,11,2015/08/28 00:00:00+00,2015/11/02 00:00:00+00,68,,,
7216,2015,CA,USF,SNF,74.78047943,475964.37657717,5486.29721723102,4350386000, ,11,2015/08/28 00:00:00+00,2015/11/02 00:00:00+00,75,,,
7217,2015,CA,USF,SNF,10.23644447,65158.14518433,2015.03238550749,4350386000, ,11,2015/08/28 00:00:00+00,2015/11/02 00:00:00+00,10.2,,,
7218,2015,CA,USF,SNF,43.98137283,279912.534973945,3549.8803092328,4350431000, ,11,2015/08/28 00:00:00+00,2015/08/28 00:00:00+00,45,,,
7219,2015,CA,USF,SNF,11.12781525,70811.309745235,1385.51654427939,4350458000, ,11,2015/08/28 00:00:00+00,2015/08/28 00:00:00+00,11,,,
7220,2015,CA,USF,SNF,6.67598677,42484.07566274,1119.30588592068,4350458000, ,11,2015/08/28 00:00:00+00,2015/08/28 00:00:00+00,7,,,
7221,2015,CA,USF,SNF,31.67407227,201574.713863585,2355.37925614382,4350458000, ,11,2015/08/28 00:00:00+00,2015/08/28 00:00:00+00,32,,,
7222,2015,CA,USF,SNF,38.43433762,244597.36579206,2794.22093941169,4350461000, ,11,2015/08/28 00:00:00+00,2015/11/02 00:00:00+00,42,,,
7223,2015,CA,USF,SNF,69.74604797,443816.80182305,4219.83136012449,4350477000, ,11,2015/08/28 00:00:00+00,2015/11/02 00:00:00+00,75.2,,,
7224,2015,CA,USF,SNF,1.20979691,7699.117060825,424.637274508464,4350477000, ,11,2015/08/28 00:00:00+00,2015/08/28 00:00:00+00,1.2,,,
7225,2015,CA,USF,TNF,62.00947952,418242.012314215,3811.05080309348,2250125000,NORTH DIVIDE UNIT 13,3,2015/01/21 00:00:00+00,2015/01/21 00:00:00+00,61,,,
7226,2015,CA,USF,TNF,3.15319467,21490.40216745,547.587323618788,6251001000, ,3,2015/03/31 00:00:00+00,2015/03/31 00:00:00+00,3,,,
7227,2015,CA,USF,TMU,119.76381683,805019.33348018,4966.7098772141,0130002000, ,3,2015/01/15 00:00:00+00,2015/01/15 00:00:00+00,120,,,
7228,1998,CA,NPS,SMP,61.54408264,363588.43456345,2861.80111378042,19980007,ZUMA,3,,,62,3,3,3
7229,1997,CA,CCO,LAC,108.19924164,732402.31263165,5325.44603165308,0000000000000000,LAS VIRGENES BURN #2,3,1997/07/08 00:00:00+00,1997/07/08 00:00:00+00,0,2,3,3
7231,1993,CA,CCO,LAC,89.0401001,526374.80377518,19102.1498826938,19930001,ZUMA CYN 1,3,,,89,3,3,3
7232,1999,CA,NPS,SMP,540.23901367,3203606.65232754,48333.8234717574,19999901,SHEPHERDS FLAT,3,,,540,1,3,3
7233,1996,CA,CCO,LAC,51.56999969,303585.69579191,3289.64816616585,,LAS VIRGENES #1,3,1996/07/08 00:00:00+00,1996/07/08 00:00:00+00,52,2,3,3
7234,2006,CA,CCO,LAC,21,125534.11976182,1678.49789571143,,LAS VIRGENES BURN #5,3,2006/12/22 00:00:00+00,2006/12/22 00:00:00+00,25,2,3,3
7235,1997,CA,NPS,SMP,78.14072418,461632.02672274,3438.14401250749,19977003,ZUMA,3,,,78,3,3,3
7237,1997,CA,CCO,LAC,108.19924164,732402.31263165,5325.44603165308,0000000000000000,LAS VIRGENES BURN #2,3,1997/07/08 00:00:00+00,1997/07/08 00:00:00+00,0,2,3,3
7239,1993,CA,NPS,CNP,422.53271484,2504492.76766774,9996.27623981641,850,CHEESEBORO,3,1993/10/28 00:00:00+00,1993/10/28 00:00:00+00,844.85621585,2,3,3
7240,1995,CA,NPS,CNP,745.60424805,4419336.43053793,12144.1643991469,,BOUNDARY I,3,1995/07/13 00:00:00+00,1995/07/13 00:00:00+00,819.62382932,2,3,3
7241,1995,CA,NPS,CNP,534.57971191,3168715.24904652,11602.0239034955,,BOUNDARY II,3,1995/10/25 00:00:00+00,1995/10/25 00:00:00+00,592.45516151,2,3,3
7242,2004,CA,USF,MNF,106.67765045,720367.908300855,4475.45719217916,0000000000024757,LITTLE STONY,3,2004/03/01 00:00:00+00,2004/06/01 00:00:00+00,107,,,
7243,2005,CA,USF,MNF,15.00415325,101663.81062589,2278.87430688591,000000003221218,LITTLE STONY,3,2005/09/30 00:00:00+00,2005/09/30 00:00:00+00,15.0044824,,,
7244,2005,CA,USF,MNF,1.01893675,6904.390392475,333.269924769727,000000003221218,LITTLE STONY,3,2005/09/30 00:00:00+00,2005/09/30 00:00:00+00,1.01895961,,,
7245,2005,CA,USF,MNF,1.46901333,9953.778407655,453.748505719727,000000003221218,LITTLE STONY,3,2005/09/30 00:00:00+00,2005/09/30 00:00:00+00,1.46893435,,,
7246,2005,CA,USF,MNF,1.12929654,7652.102466045,378.388229151872,000000003221218,LITTLE STONY,3,2005/09/30 00:00:00+00,2005/09/30 00:00:00+00,1.12930309,,,
7247,2005,CA,USF,MNF,14.41103554,98246.8097404,1266.12866311478,000000003221218,LITTLE STONY,3,2005/09/30 00:00:00+00,2005/09/30 00:00:00+00,14.41121367,,,
7248,2006,CA,USF,SQF,162.25761414,1025703.97147508,5704.75035563375,3266901,DEFENSE_THREAT,3,,2006/06/30 00:00:00+00,162.25882364,,,
7249,2006,CA,USF,SRF,12.00584888,83270.742366005,1391.75940107323,3266939,CLOVER GULCH UNIT 2&3 UB WFPR (06),3,,2005/12/16 00:00:00+00,12.00615331,,,
7250,2004,CA,USF,SHF,19.76532745,139606.290419475,3652.22817530592,0000000000000000,GREEN MOUNTAIN FMZ,3,2004/12/20 00:00:00+00,2004/12/20 00:00:00+00,19.76474262,,,
7251,2005,CA,USF,TNF,149.43313599,1010824.17847522,4767.77673915465,0000000003231973,(57) SAWTOOTH TSI DM,3,2005/01/01 00:00:00+00,2005/01/01 00:00:00+00,149.42971388,,,
7252,2005,CA,USF,TNF,25.92414474,176379.341209965,1956.32741818165,0000000003231579,(53) JAYBIRD,3,2005/09/30 00:00:00+00,2005/09/30 00:00:00+00,25.92381786,,,
7253,2006,CA,USF,KNF,23.44212532,167401.09990169,1954.74803596322,0000000003247948,UPPER SOUTH FORK UB 05,3,,2006/03/17 00:00:00+00,23.44245336,,,
7254,2006,CA,USF,PNF,260.08093262,1802420.59071631,9181.00137586439,0000000003105143,HUNGRY UNDERBURN,3,,2006/06/15 00:00:00+00,260.08055181,,,
7255,2006,CA,USF,BDF,1010.82940674,6010152.17545952,12080.4371967459,0000000003107245,FIRST BURN UNIT,3,,2006/05/05 00:00:00+00,1010.83100899,,,
7256,2006,CA,USF,MDF,193.7774353,1408551.28861818,5508.56411071887,0000000003107477,PLUM VALLEY RX BURN,3,,2005/10/10 00:00:00+00,193.77744876,,,
7257,2004,CA,NPS,RWP,160.02224731,1144637.00636534,6365.86557657318,0000000000000031,AIRSTRIP,3,2004/10/04 00:00:00+00,2004/10/04 00:00:00+00,80,2,,
7258,2004,CA,NPS,RWP,131.26617432,937250.27907153,5270.69499576343,0000000000000032,LOWER LYON,3,2004/10/28 00:00:00+00,2004/10/28 00:00:00+00,85,2,,
7259,2005,CA,NPS,RWP,204.62965393,1464265.29124474,8098.89725921932,0000000000001436,DOLASON,3,2005/10/22 00:00:00+00,2005/10/22 00:00:00+00,205,2,,
7260,2005,CA,NPS,RWP,112.28874207,803074.37462159,4944.59075014862,0000000000001461,UPR COUNTS,3,2005/10/23 00:00:00+00,2005/10/23 00:00:00+00,165,2,,
7261,2006,CA,USF,MNF,360.144104,2473264.94578209,12081.3412001055,0000000006267628,06 OAK RIDGE WILDLIFE BURN,3,,2006/06/01 00:00:00+00,360.14390031,,,
7262,2005,CA,USF,MDF,147.80455017,1068342.09945628,4112.4543408658,0000000003225531,05 HACKAMORE,3,2005/09/30 00:00:00+00,2005/09/30 00:00:00+00,147.82825282,,,
7263,2005,CA,USF,TNF,230.54168701,1560077.4613445,9589.2046208482,0000000003231604,(55) BURLINGTON,3,2005/09/30 00:00:00+00,2005/09/30 00:00:00+00,230.53381371,,,
7264,2005,CA,USF,KNF,257.48123169,1840001.22548172,7625.85685845817,0000000003226442,TAYLOR 54,3,2005/06/03 00:00:00+00,2005/06/03 00:00:00+00,257.4716457,,,
7265,2005,CA,USF,KNF,355.24655151,2585828.50593811,11648.7390053344,0000000003242360,LICK TS 55,3,2005/06/06 00:00:00+00,2005/06/06 00:00:00+00,355.24893634,,,
7266,2005,CA,USF,TNF,105.74156189,710922.76970831,4161.2187227179,0000000003257153,(54) SHIRTTAIL SUCCOR OAK,3,2005/03/16 00:00:00+00,2005/03/16 00:00:00+00,105.7380126,,,
7267,2004,CA,USF,KNF,200.22436523,1457977.93385156,7400.14949825145,0000000003241353,HCFP PHASE 2 UB,3,2005/07/04 00:00:00+00,2005/07/04 00:00:00+00,200.22425113,,,
7268,2004,CA,USF,MDF,112.33017731,815616.14806674,5186.4640678435,0000000003236854,05 SOUTH OBSIDIAN,3,2004/10/15 00:00:00+00,2004/10/15 00:00:00+00,112.3300577,,,
7269,2005,CA,USF,MNF,131.30606079,889480.00978026,5283.10019225528,0000000003235893,ROUND MTN. PLANTATION,3,2005/09/30 00:00:00+00,2005/09/30 00:00:00+00,131.30723451,,,
7270,2005,CA,USF,MNF,128.71295166,871834.46523662,4976.25077319883,0000000003235893,ROUND MTN. PLANTATION,3,2005/09/30 00:00:00+00,2005/09/30 00:00:00+00,128.71242071,,,
7271,2002,CA,CDF,BTU,36.33750534,245964.38748053,2478.28691448801,00CNR-045-BTU.04,GREY LODGE SPRING 02,3,2002/03/28 00:00:00+00,2002/03/28 00:00:00+00,47,4,1,1
7272,2002,CA,CDF,BTU,21.67595291,146739.902843095,2423.12946229086,00CNR-045-BTU.04,GREY LODGE SPRING 02,3,2002/03/29 00:00:00+00,2002/03/29 00:00:00+00,33,4,1,1
7273,2002,CA,CDF,BTU,19.48364449,131960.65550604,1547.80687440489,00CNR-045-BTU.04,GREY LODGE SPRING 02,3,2002/03/29 00:00:00+00,2002/03/29 00:00:00+00,30,4,1,1
7274,1991,CA,CDF,BTU,1119.4921875,7581156.86884666,31154.7820305992,0000199000000000,LODGE #1,3,1991/02/19 00:00:00+00,,0,4,1,1
7275,2005,CA,USF,TNF,104.68226624,703846.811460845,6738.76088669343,0000000003257155,(54) SELLIER CREEK EA,3,2005/03/14 00:00:00+00,2005/03/14 00:00:00+00,104.67936806,,,
7276,2005,CA,USF,MDF,104.18184662,753210.43872088,3856.70135115054,0000000003225531,05 HACKAMORE,3,2005/09/30 00:00:00+00,2005/09/30 00:00:00+00,104.18135696,,,
7277,2005,CA,USF,MNF,14.78118801,99963.26554948,1652.79888353204,0000000003243839,WESTSIDE BRUSH,3,2005/09/30 00:00:00+00,2005/09/30 00:00:00+00,14.78093392,,,
7278,2005,CA,USF,MNF,11.61021423,78648.318232885,1255.00598582926,000000003221218,LITTLE STONY,3,2005/09/30 00:00:00+00,2005/09/30 00:00:00+00,11.61063253,,,
7279,2005,CA,USF,PNF,19.60717392,135274.87841026,1541.53469125252,000000003223947,SPANISH/CAMP,3,2005/06/07 00:00:00+00,2005/06/07 00:00:00+00,19.60624128,,,
7280,2005,CA,USF,PNF,16.11811638,111138.824799045,2261.72435834662,000000003223947,SPANISH/CAMP,3,2005/06/07 00:00:00+00,2005/06/07 00:00:00+00,16.1179134,,,
7281,2004,CA,USF,MNF,27.38558388,185306.11802762,3824.41446643476,0000000000048524,ROUND MTN. PLANTATION,3,2004/02/01 00:00:00+00,2004/04/01 00:00:00+00,27,,,
7282,2005,CA,USF,SHF,211.75439453,1528452.67561413,6019.86682468526,0000000003237439,05 - NORTH MT SHASTA WILDLIFE,3,2005/09/30 00:00:00+00,2005/09/30 00:00:00+00,211.75022026,,,
7283,2005,CA,USF,KNF,377.25735474,2734948.2745348,13300.3952215852,0000000003241934,KELLEY PASS,3,2005/04/01 00:00:00+00,2005/04/01 00:00:00+00,377.256378,,,
7284,2005,CA,USF,MNF,21.04635429,142544.41587675,2259.03363253602,000000003221218,LITTLE STONY,3,2005/09/30 00:00:00+00,2005/09/30 00:00:00+00,21.04664897,,,
7285,1994,CA,CDF,BTU,31.96394539,219057.399063505,5364.45805511192,0000167800000000,BIDWELL 94,3,1994/07/01 00:00:00+00,,0,4,1,1
7286,1994,CA,CDF,BTU,310.34036255,2101585.03260915,15569.9769342514,0000252500000000,LODGE #2,3,1994/03/07 00:00:00+00,,0,4,1,1
7287,2005,CA,USF,SRF,20.82829475,149255.449141165,2397.98423915148,0000000003264325,"03COPPER 2,3,5",3,2005/06/03 00:00:00+00,2005/06/03 00:00:00+00,20.8281724,,,
7288,2005,CA,USF,MNF,104.32297516,704601.97025225,4335.64369296686,000000003221218,LITTLE STONY,3,2005/09/30 00:00:00+00,2005/09/30 00:00:00+00,104.32426627,,,
7289,2005,CA,USF,MNF,2.49817443,17148.53468793,654.806760556677,0000000003235886,OAK RIDGE,3,2005/09/30 00:00:00+00,2005/09/30 00:00:00+00,2.4982329,,,
7290,2005,CA,USF,MNF,19.49768448,133881.060323785,1542.98386999909,0000000003235886,OAK RIDGE,3,2005/09/30 00:00:00+00,2005/09/30 00:00:00+00,19.49718121,,,
7291,2005,CA,USF,MNF,14.15063477,97165.143770855,1722.94082425396,0000000003235886,OAK RIDGE,3,2005/09/30 00:00:00+00,2005/09/30 00:00:00+00,14.1505349,,,
7292,2005,CA,USF,MNF,1.44242549,9906.101976605,381.880147955356,0000000003235886,OAK RIDGE,3,2005/09/30 00:00:00+00,2005/09/30 00:00:00+00,1.44237918,,,
7293,2005,CA,USF,MNF,13.11108303,89665.6855556,1394.79653531188,0000000003221212,GRINDSTONE TYPE CONVERSION,3,2005/01/30 00:00:00+00,2005/01/30 00:00:00+00,13.11121817,,,
7294,2005,CA,USF,MNF,11.10114288,75939.567246065,1696.77600083066,0000000003221212,GRINDSTONE TYPE CONVERSION,3,2005/01/30 00:00:00+00,2005/01/30 00:00:00+00,11.10124039,,,
7295,2005,CA,USF,MNF,12.13419819,83003.508486375,1187.85324491151,0000000003221212,GRINDSTONE TYPE CONVERSION,3,2005/01/30 00:00:00+00,2005/01/30 00:00:00+00,12.13474731,,,
7296,2005,CA,USF,MNF,103.86746216,711043.399077425,5019.28013431078,0000000003221212,GRINDSTONE TYPE CONVERSION,3,2005/01/30 00:00:00+00,2005/01/30 00:00:00+00,103.8674225,,,
7297,2005,CA,USF,PNF,12.38659286,84723.3180042,1733.1772452374,0000000003255736,BRUSH CREEK FHP UNDERBURN,3,2005/06/17 00:00:00+00,2005/06/17 00:00:00+00,12.38708714,,,
7298,2005,CA,USF,MNF,122.81143951,831804.065023605,5737.37855624426,000000003221218,LITTLE STONY,3,2005/09/30 00:00:00+00,2005/09/30 00:00:00+00,122.81375477,,,
7299,2005,CA,USF,MNF,170.4672699,1154332.37966092,5143.55012118733,0000000003221218,05 LITTLE STONY ,3,2005/09/30 00:00:00+00,2005/09/30 00:00:00+00,170.4684236,,,
7300,2005,CA,USF,MNF,109.79238129,743365.035394175,4236.12567054991,0000000003221218,05 LITTLE STONY ,3,2005/09/30 00:00:00+00,2005/09/30 00:00:00+00,109.79468752,,,
7301,2005,CA,USF,MNF,143.8901825,974737.1529054,5806.82383650821,0000000003221218,05 LITTLE STONY ,3,2005/09/30 00:00:00+00,2005/09/30 00:00:00+00,143.89138191,,,
7302,2005,CA,USF,MNF,216.67694092,1476873.10644635,7112.49359716713,0000000003221218,05 LITTLE STONY ,3,2005/09/30 00:00:00+00,2005/09/30 00:00:00+00,216.67496978,,,
7303,2005,CA,USF,MNF,198.84812927,1343980.17335688,5395.81038933541,0000000003221218,05 LITTLE STONY ,3,2005/09/30 00:00:00+00,2005/09/30 00:00:00+00,198.84977007,,,
7304,2005,CA,USF,MNF,209.56524658,1416152.37676806,6568.29846030248,0000000003221218,05 LITTLE STONY,3,2005/09/30 00:00:00+00,2005/09/30 00:00:00+00,209.56719717,,,
7305,2005,CA,USF,MNF,135.36943054,914588.02829079,4629.20931530254,0000000003221218,05 LITTLE STONY ,3,2005/09/30 00:00:00+00,2005/09/30 00:00:00+00,135.37144282,,,
7306,2004,CA,USF,LNF,1400.56433105,9889071.5907007,13222.9788758805,0000000003238860,03 HC QLG PITTVILLE,3,2004/10/10 00:00:00+00,2004/10/10 00:00:00+00,1400.52508659,,,
7307,2005,CA,USF,LNF,167.37387085,1184329.35778738,8021.06784109442,0000000003245899,01 QLG HC BLACKS RIDGE,3,2005/04/01 00:00:00+00,2005/04/01 00:00:00+00,167.37120187,,,
7308,2004,CA,USF,SHF,1082.99365234,7650847.6460751,25082.8160289107,0000000000000000,GREEN MOUNTAIN,3,,2004/12/20 00:00:00+00,1082.96969662,,,
7309,2005,CA,USF,INF,35.06428528,221596.24493275,2845.9711877809,0000000003202451,SEVEN PINES,3,2005/06/20 00:00:00+00,2005/06/20 00:00:00+00,35.06577848,,,
7310,2005,CA,USF,INF,110.46564484,715697.416659195,8978.31995800016,0000000003251331,COMET,3,2005/04/27 00:00:00+00,2005/04/27 00:00:00+00,110.46386576,,,
7311,2005,CA,USF,MNF,175.79707336,1187542.37761233,5018.324182624,000000003221218,LITTLE STONY,3,2005/09/30 00:00:00+00,2005/09/30 00:00:00+00,175.79926972,,,
7312,2004,CA,USF,PNF,192.12553406,1331459.53208217,6387.33760808626,0000000003237409,LAST CHANCE,3,2004/10/02 00:00:00+00,2004/10/02 00:00:00+00,192.11927676,,,
7313,2004,CA,USF,PNF,265.03405762,1835143.27256897,10114.2069047006,0000000003237409,LAST CHANCE,3,2004/10/02 00:00:00+00,2004/10/02 00:00:00+00,265.02722808,,,
7314,2005,CA,USF,PNF,121.27252197,836803.70470296,7976.22955511998,000000003223947,SPANISH/CAMP,3,2005/06/07 00:00:00+00,2005/06/07 00:00:00+00,121.27049001,,,
7315,2004,CA,USF,INF,140.90048218,886295.474271585,5384.37644231189,0000000000051324,LONE PINE ADDITION,3,2004/03/31 00:00:00+00,2004/04/02 00:00:00+00,141,,,
7316,2006,CA,CDF,LNU,22.1793766,148799.48605942,2503.08197049339,0000000000000000,CORRAL,3,2006/06/01 00:00:00+00,2006/06/01 00:00:00+00,30,4,2,2
7317,2006,CA,CDF,LNU,147.70423889,986159.25344532,18008.3761992716,RX NORTH-058-LNU,GEYSERS VMP,3,2006/11/07 00:00:00+00,2006/11/07 00:00:00+00,150,2,2,2
7318,2006,CA,CDF,AEU,17.86819267,118354.002061425,1568.57012821223,Rx-067,SHAKE/OMO VMP,3,2006/05/09 00:00:00+00,2006/05/09 00:00:00+00,18,4,3,2
7319,2006,CA,CDF,TGU,105.47122955,730308.108035625,16404.802451577,RX-NORTH-066-TGU,DYE CREEK UNITS,7,2006/06/20 00:00:00+00,2006/06/20 00:00:00+00,17,2,1,1
7320,2006,CA,CDF,BEU,1135.73461914,7156240.94153847,13189.5120440865,BENGARD RI,BENGARD RI,3,2006/09/27 00:00:00+00,2006/09/27 00:00:00+00,1135,3,1,2
7321,2006,CA,CDF,CZU,163.80285645,1046747.00915344,4723.16695887451,RX NORTH 030 CZU,CLOVERDALE VMP,3,2006/08/30 00:00:00+00,2006/08/31 00:00:00+00,163,2,2,1
7322,2006,CA,CDF,HUU,14.04819393,97732.12361893,1436.14577341226,Rx-North-048-HUU,JAY SMITH SOD BLOCK 3,3,2006/10/31 00:00:00+00,2006/10/31 00:00:00+00,14,2,2,1
7323,2006,CA,CDF,HUU,11.83339214,82319.026071325,1572.83379761039,Rx-North-048-HUU,JAY SMITH SOD BLOCK 4,3,2006/10/31 00:00:00+00,2006/10/31 00:00:00+00,18.3,2,2,1
7324,2006,CA,CDF,MVU,121.26165771,694820.050061445,4375.71069186578,RX01,JAMUL#1,3,2006/01/11 00:00:00+00,2006/01/11 00:00:00+00,105,3,1,1
7325,2006,CA,CDF,MVU,18.71232414,107168.40317666,2994.92031187256,RX03,JAMUL#3,3,2006/10/10 00:00:00+00,2006/10/10 00:00:00+00,15,1,1,1
7326,2006,CA,CDF,NEU,198.32084656,1342238.59868412,5032.6134371053,RX-North-038-NEU,RICHARDS RANCH II,3,2006/11/08 00:00:00+00,2006/11/09 00:00:00+00,198,2,2,2
7327,2006,CA,CDF,NEU,193.0259552,1305985.17458244,7286.05100107566,RX-North-038-NEU,RICHARDS RANCH II,3,2006/11/08 00:00:00+00,2006/11/09 00:00:00+00,193,3,2,1
7328,2006,CA,CDF,NEU,352.21264648,2389152.42051477,7152.96843126983,RX-North-043-NEU,MALAKOFF,3,2006/02/08 00:00:00+00,2006/02/08 00:00:00+00,352,1,2,2
7329,2006,CA,CCO,SBC,183.25384521,1105620.43705284,4502.96067090711,0000000000009035,TEPUSQUET,3,2006/10/24 00:00:00+00,2006/10/24 00:00:00+00,200,3,2,2
7330,2006,CA,NOP,RWP,181.97135925,1300905.71377488,8968.69151932473,0000010000000000,MANEZE RX,3,2006/11/01 00:00:00+00,2006/11/01 00:00:00+00,173,2,,
7331,2006,CA,USF,INF,176.02426147,1142899.17450321,9836.61668711935,0000000003200269,AQUEDUCT BROADCAST BURN,3,,2006/06/05 00:00:00+00,176.02393182,,3,1
7332,2006,CA,USF,SRF,35.28887558,250140.929098695,4512.0839704915,0000000003227473,SALYER/HAWKINS BAR UNIT #6 UB (06),3,,2005/10/24 00:00:00+00,35.28837752,,,
7333,2006,CA,USF,KNF,1428.52319336,10361770.2533522,23981.8699822012,0000000003231183,HILL 23 UB 05,3,,2005/10/31 00:00:00+00,1428.52460657,,,
7334,2006,CA,USF,TMU,114.28361511,772445.736309455,4556.72391633201,0000000003241618,UB4 UNDERBURN 05,3,,2005/10/08 00:00:00+00,114.28396522,,,
7335,2006,CA,USF,SNF,103.64826202,662763.051930805,4952.35418699955,0000000003252103, ,3,,2005/10/04 00:00:00+00,103.64864657,,,
7336,2006,CA,USF,LNF,133.81135559,925840.51887791,9139.14309436277,3252266,COLDSPRING UNDERBURN,3,,2006/05/12 00:00:00+00,133.81032831,,,
7337,2006,CA,USF,KNF,220.12367249,1570258.77658373,6770.65363173418,3253618,UPPER SOUTH FORK UB/BD 06,3,,2005/10/24 00:00:00+00,220.12379297,,,
7338,2006,CA,USF,SRF,2.1671226,15537.810051705,671.963143445332,3256991,WILLOW 2 BB WFPR (06),3,,2005/10/24 00:00:00+00,2.16720933,,,
7339,2006,CA,USF,TNF,162.24594116,1101723.25904492,4972.81248212703,0000000003264491,(57) ROUND UP UNDERBURNING 2006,3,,2005/11/09 00:00:00+00,162.24521747,,,
